shelf_image,bbox_x,bbox_y,bbox_w,bbox_h,brand
C1_P01_N2_S3_1.JPG,632,144,312,492,Muratti
C1_P01_N2_S3_1.JPG,960,152,312,492,Muratti
C1_P01_N2_S3_1.JPG,1276,180,312,492,Muratti
C1_P01_N2_S3_1.JPG,1592,188,312,492,Muratti
C1_P01_N2_S3_1.JPG,1920,200,312,492,Muratti
C1_P01_N2_S3_1.JPG,648,976,312,532,Marlboro
C1_P01_N2_S3_1.JPG,980,1048,312,496,Marlboro
C1_P01_N2_S3_1.JPG,1860,1092,312,496,Marlboro
C1_P01_N2_S3_1.JPG,672,1772,312,496,Parliament
C1_P01_N2_S3_1.JPG,944,1788,312,496,Parliament
C1_P01_N2_S4_1.JPG,356,60,260,404,Muratti
C1_P01_N2_S4_1.JPG,624,84,260,404,Muratti
C1_P01_N2_S4_1.JPG,880,100,260,404,Muratti
C1_P01_N2_S4_1.JPG,1132,104,260,404,Muratti
C1_P01_N2_S4_1.JPG,1380,104,260,404,Muratti
C1_P01_N2_S4_1.JPG,404,724,260,440,Marlboro
C1_P01_N2_S4_1.JPG,664,744,260,440,Marlboro
C1_P01_N2_S4_1.JPG,1384,816,260,404,Marlboro
C1_P01_N2_S4_1.JPG,456,1372,260,404,Parliament
C1_P01_N2_S4_1.JPG,684,1372,260,404,Parliament
C1_P01_N2_S4_1.JPG,484,1956,228,376,Bond
C1_P01_N2_S4_1.JPG,708,1960,228,376,Bond
C1_P01_N2_S4_1.JPG,1132,1968,248,364,Bond
C1_P01_N2_S4_1.JPG,1392,1972,248,364,Bond
C1_P01_N2_S4_1.JPG,920,1996,228,336,Bond
C1_P01_N3_S2_1.JPG,596,52,444,820,Marlboro
C1_P01_N3_S2_1.JPG,1080,200,444,712,Marlboro
C1_P01_N3_S2_1.JPG,2448,260,408,700,Marlboro
C1_P01_N3_S2_1.JPG,656,1316,408,700,Parliament
C1_P01_N3_S2_1.JPG,1064,1344,408,700,Parliament
C1_P01_N3_S3_1.JPG,652,236,324,556,Marlboro
C1_P01_N3_S3_1.JPG,968,316,324,492,Marlboro
C1_P01_N3_S3_1.JPG,1884,336,324,492,Marlboro
C1_P01_N3_S3_1.JPG,700,1080,324,492,Parliament
C1_P01_N3_S3_1.JPG,984,1084,324,492,Parliament
C1_P01_N3_S3_1.JPG,728,1824,272,448,Bond
C1_P01_N3_S3_1.JPG,988,1836,272,448,Bond
C1_P01_N3_S3_1.JPG,1544,1872,272,424,Bond
C1_P01_N3_S3_1.JPG,1264,1892,272,392,Bond
C1_P01_N3_S3_1.JPG,1852,1896,300,424,Bond
C1_P01_N4_S2_1.JPG,596,124,412,752,Parliament
C1_P01_N4_S2_1.JPG,1008,152,412,752,Parliament
C1_P01_N4_S2_1.JPG,624,1280,392,688,Bond
C1_P01_N4_S2_1.JPG,1016,1280,392,688,Bond
C1_P01_N4_S2_1.JPG,2224,1344,456,636,Bond
C1_P01_N4_S2_1.JPG,1780,1360,416,636,Bond
C1_P01_N4_S2_1.JPG,1380,1376,392,596,Bond
C1_P02_N1_S2_1.JPG,148,404,316,576,Davidoff
C1_P02_N1_S2_1.JPG,504,404,352,608,Davidoff
C1_P02_N1_S2_1.JPG,884,424,352,608,Davidoff
C1_P02_N1_S2_1.JPG,1240,424,352,608,Davidoff
C1_P02_N1_S2_1.JPG,1596,444,352,608,Davidoff
C1_P02_N1_S2_1.JPG,1964,472,352,608,Davidoff
C1_P02_N1_S2_1.JPG,2344,508,320,584,Davidoff
C1_P02_N1_S2_1.JPG,2680,520,320,584,Davidoff
C1_P02_N1_S2_1.JPG,36,1380,364,648,Davidoff
C1_P02_N1_S2_1.JPG,404,1392,364,648,Davidoff
C1_P02_N1_S2_1.JPG,1564,1396,364,648,Dunhill
C1_P02_N1_S2_1.JPG,1916,1396,284,648,Dunhill
C1_P02_N1_S2_1.JPG,816,1400,364,648,Davidoff
C1_P02_N1_S2_1.JPG,1168,1404,364,648,Davidoff
C1_P02_N1_S2_1.JPG,2180,1404,284,648,Davidoff
C1_P02_N1_S2_1.JPG,2456,1412,284,648,Davidoff
C1_P02_N1_S2_1.JPG,2700,1444,284,592,Davidoff
C1_P02_N1_S2_1.JPG,2972,1448,284,592,Davidoff
C1_P02_N1_S3_1.JPG,408,120,284,476,Davidoff
C1_P02_N1_S3_1.JPG,708,132,284,476,Davidoff
C1_P02_N1_S3_1.JPG,1040,148,284,476,Dunhill
C1_P02_N1_S3_1.JPG,1308,172,284,476,Pall Mall
C1_P02_N1_S3_1.JPG,1612,176,284,476,Other
C1_P02_N1_S3_1.JPG,1924,224,252,436,Davidoff
C1_P02_N1_S3_1.JPG,2224,236,252,436,Davidoff
C1_P02_N1_S3_1.JPG,2500,256,252,436,Davidoff
C1_P02_N1_S3_1.JPG,316,936,312,508,Davidoff
C1_P02_N1_S3_1.JPG,960,936,312,508,Davidoff
C1_P02_N1_S3_1.JPG,640,944,312,508,Davidoff
C1_P02_N1_S3_1.JPG,1288,976,292,468,Davidoff
C1_P02_N1_S3_1.JPG,1876,976,244,468,Davidoff
C1_P02_N1_S3_1.JPG,1592,984,292,468,Dunhill
C1_P02_N1_S3_1.JPG,2096,984,244,468,Davidoff
C1_P02_N1_S3_1.JPG,2516,992,244,468,Davidoff
C1_P02_N1_S3_1.JPG,2740,996,244,468,Dunhill
C1_P02_N1_S3_1.JPG,2312,1000,244,468,Dunhill
C1_P02_N1_S3_1.JPG,1836,1768,256,512,Davidoff
C1_P02_N1_S3_1.JPG,2056,1768,256,512,Davidoff
C1_P02_N1_S3_1.JPG,2500,1772,256,512,Davidoff
C1_P02_N1_S3_1.JPG,2276,1776,256,512,Davidoff
C1_P02_N1_S3_1.JPG,2764,1776,256,512,Other
C1_P02_N1_S3_1.JPG,1536,1812,320,512,Davidoff
C1_P02_N1_S3_1.JPG,1240,1828,320,512,Davidoff
C1_P02_N1_S3_1.JPG,260,1836,320,512,Davidoff
C1_P02_N1_S3_1.JPG,920,1836,320,512,Davidoff
C1_P02_N1_S3_1.JPG,596,1840,320,512,Davidoff
C1_P02_N1_S4_1.JPG,676,44,236,392,Marlboro
C1_P02_N1_S4_1.JPG,904,56,236,392,Davidoff
C1_P02_N1_S4_1.JPG,1132,68,236,392,Davidoff
C1_P02_N1_S4_1.JPG,1376,108,236,392,Unknown
C1_P02_N1_S4_1.JPG,1596,132,236,392,Kent
C1_P02_N1_S4_1.JPG,1828,144,236,356,Davidoff
C1_P02_N1_S4_1.JPG,2064,180,216,340,Davidoff
C1_P02_N1_S4_1.JPG,2268,200,216,324,Other
C1_P02_N1_S4_1.JPG,600,680,244,372,Davidoff
C1_P02_N1_S4_1.JPG,848,692,244,372,Davidoff
C1_P02_N1_S4_1.JPG,1092,700,244,372,Davidoff
C1_P02_N1_S4_1.JPG,1340,716,244,372,Davidoff
C1_P02_N1_S4_1.JPG,1576,728,244,372,Davidoff
C1_P02_N1_S4_1.JPG,1804,744,176,356,Davidoff
C1_P02_N1_S4_1.JPG,1964,744,176,356,Marlboro
C1_P02_N1_S4_1.JPG,2128,752,176,356,Davidoff
C1_P02_N1_S4_1.JPG,2280,764,176,356,Davidoff
C1_P02_N1_S4_1.JPG,2460,764,176,356,Pall Mall
C1_P02_N1_S4_1.JPG,1756,1340,180,384,Davidoff
C1_P02_N1_S4_1.JPG,580,1344,236,384,Davidoff
C1_P02_N1_S4_1.JPG,1928,1344,180,384,Dunhill
C1_P02_N1_S4_1.JPG,2092,1348,180,384,Unknown
C1_P02_N1_S4_1.JPG,820,1352,236,384,Davidoff
C1_P02_N1_S4_1.JPG,1084,1352,236,384,Davidoff
C1_P02_N1_S4_1.JPG,1316,1352,236,384,Davidoff
C1_P02_N1_S4_1.JPG,2468,1352,180,384,Other
C1_P02_N1_S4_1.JPG,2272,1356,180,384,Davidoff
C1_P02_N1_S4_1.JPG,1532,1380,236,344,Davidoff
C1_P02_N1_S4_1.JPG,2200,2008,232,384,West
C1_P02_N1_S4_1.JPG,2420,2012,232,384,West
C1_P02_N1_S4_1.JPG,1996,2016,232,384,West
C1_P02_N1_S4_1.JPG,1288,2020,240,384,West
C1_P02_N1_S4_1.JPG,1536,2020,240,384,West
C1_P02_N1_S4_1.JPG,1784,2020,240,384,West
C1_P02_N1_S4_1.JPG,816,2024,240,384,West
C1_P02_N1_S4_1.JPG,1052,2028,240,384,West
C1_P02_N1_S4_1.JPG,560,2032,240,384,West
C1_P02_N1_S5_1.JPG,188,8,200,312,Unknown
C1_P02_N1_S5_1.JPG,372,36,200,312,Marlboro
C1_P02_N1_S5_1.JPG,572,48,200,312,Unknown
C1_P02_N1_S5_1.JPG,760,80,200,312,Unknown
C1_P02_N1_S5_1.JPG,932,96,200,312,Marlboro
C1_P02_N1_S5_1.JPG,1128,124,180,312,Davidoff
C1_P02_N1_S5_1.JPG,1308,156,180,284,Unknown
C1_P02_N1_S5_1.JPG,1472,176,180,284,Marlboro
C1_P02_N1_S5_1.JPG,152,528,192,304,Unknown
C1_P02_N1_S5_1.JPG,328,544,196,304,Davidoff
C1_P02_N1_S5_1.JPG,524,572,196,304,Marlboro
C1_P02_N1_S5_1.JPG,724,584,196,304,Davidoff
C1_P02_N1_S5_1.JPG,908,600,196,304,Davidoff
C1_P02_N1_S5_1.JPG,1088,616,148,304,Davidoff
C1_P02_N1_S5_1.JPG,1212,624,148,304,Marlboro
C1_P02_N1_S5_1.JPG,1340,628,148,304,Davidoff
C1_P02_N1_S5_1.JPG,1476,652,128,284,Pall Mall
C1_P02_N1_S5_1.JPG,1608,652,128,284,Unknown
C1_P02_N1_S5_1.JPG,140,1084,164,296,Davidoff
C1_P02_N1_S5_1.JPG,328,1092,164,296,Davidoff
C1_P02_N1_S5_1.JPG,520,1092,184,296,Davidoff
C1_P02_N1_S5_1.JPG,1040,1092,152,300,Davidoff
C1_P02_N1_S5_1.JPG,696,1100,184,296,Davidoff
C1_P02_N1_S5_1.JPG,1172,1104,152,300,Davidoff
C1_P02_N1_S5_1.JPG,1308,1104,152,300,Unknown
C1_P02_N1_S5_1.JPG,1584,1104,144,300,Davidoff
C1_P02_N1_S5_1.JPG,1428,1108,152,300,Davidoff
C1_P02_N1_S5_1.JPG,868,1124,184,268,Davidoff
C1_P02_N1_S5_1.JPG,116,1592,184,312,West
C1_P02_N1_S5_1.JPG,308,1592,184,312,West
C1_P02_N1_S5_1.JPG,860,1592,184,312,West
C1_P02_N1_S5_1.JPG,500,1596,184,312,West
C1_P02_N1_S5_1.JPG,668,1600,184,312,West
C1_P02_N1_S5_1.JPG,1040,1600,184,292,West
C1_P02_N1_S5_1.JPG,1212,1608,164,280,West
C1_P02_N1_S5_1.JPG,1364,1608,164,280,West
C1_P02_N1_S5_1.JPG,1536,1612,164,280,West
C1_P02_N1_S5_1.JPG,1508,2056,172,328,Polo
C1_P02_N1_S5_1.JPG,1348,2068,172,328,Polo
C1_P02_N1_S5_1.JPG,88,2072,212,340,West
C1_P02_N1_S5_1.JPG,1204,2072,172,328,Polo
C1_P02_N1_S5_1.JPG,296,2076,184,340,West
C1_P02_N1_S5_1.JPG,832,2076,172,328,Polo
C1_P02_N1_S5_1.JPG,1032,2080,172,328,Polo
C1_P02_N1_S5_1.JPG,484,2124,184,304,West
C1_P02_N1_S5_1.JPG,660,2128,184,304,West
C1_P02_N2_S2_1.JPG,36,612,344,584,Davidoff
C1_P02_N2_S2_1.JPG,392,632,344,584,Davidoff
C1_P02_N2_S2_1.JPG,784,636,344,584,Davidoff
C1_P02_N2_S2_1.JPG,1132,652,344,584,Dunhill
C1_P02_N2_S2_1.JPG,1504,660,344,584,Davidoff
C1_P02_N2_S2_1.JPG,2080,660,260,584,Davidoff
C1_P02_N2_S2_1.JPG,2572,660,260,584,Davidoff
C1_P02_N2_S2_1.JPG,2328,668,260,584,Dunhill
C1_P02_N2_S2_1.JPG,1832,672,260,584,Davidoff
C1_P02_N2_S2_1.JPG,2832,672,260,584,Davidoff
C1_P02_N2_S2_1.JPG,1752,1568,280,584,Davidoff
C1_P02_N2_S2_1.JPG,2016,1572,280,584,Davidoff
C1_P02_N2_S2_1.JPG,2532,1584,280,584,Davidoff
C1_P02_N2_S2_1.JPG,2264,1596,280,584,Davidoff
C1_P02_N2_S2_1.JPG,2820,1600,280,584,Davidoff
C1_P02_N2_S2_1.JPG,1428,1612,340,584,Davidoff
C1_P02_N2_S2_1.JPG,1088,1632,340,584,Davidoff
C1_P02_N2_S2_1.JPG,356,1648,340,584,Davidoff
C1_P02_N2_S2_1.JPG,728,1648,340,584,Davidoff
C1_P02_N2_S2_1.JPG,12,1652,340,584,Davidoff
C1_P02_N2_S3_1.JPG,300,116,324,524,Davidoff
C1_P02_N2_S3_1.JPG,636,124,324,524,Davidoff
C1_P02_N2_S3_1.JPG,964,168,324,524,Davidoff
C1_P02_N2_S3_1.JPG,1288,168,324,524,Davidoff
C1_P02_N2_S3_1.JPG,1596,184,324,524,Davidoff
C1_P02_N2_S3_1.JPG,2136,200,236,508,Davidoff
C1_P02_N2_S3_1.JPG,1896,204,236,508,Other
C1_P02_N2_S3_1.JPG,2352,208,236,508,L&M
C1_P02_N2_S3_1.JPG,2568,224,236,508,L&M
C1_P02_N2_S3_1.JPG,2776,236,236,508,Davidoff
C1_P02_N2_S3_1.JPG,2056,1004,236,508,Dunhill
C1_P02_N2_S3_1.JPG,2292,1004,236,508,Davidoff
C1_P02_N2_S3_1.JPG,1860,1008,236,508,Davidoff
C1_P02_N2_S3_1.JPG,2784,1020,236,508,Davidoff
C1_P02_N2_S3_1.JPG,252,1024,336,472,Davidoff
C1_P02_N2_S3_1.JPG,2516,1024,236,508,Davidoff
C1_P02_N2_S3_1.JPG,1828,1032,276,472,Davidoff
C1_P02_N2_S3_1.JPG,592,1040,336,472,Davidoff
C1_P02_N2_S3_1.JPG,1536,1040,336,472,Davidoff
C1_P02_N2_S3_1.JPG,2056,1040,276,472,Davidoff
C1_P02_N2_S3_1.JPG,2508,1040,248,472,Davidoff
C1_P02_N2_S3_1.JPG,928,1044,336,472,Davidoff
C1_P02_N2_S3_1.JPG,1232,1044,336,472,Davidoff
C1_P02_N2_S3_1.JPG,2268,1044,276,472,Davidoff
C1_P02_N2_S3_1.JPG,2772,1048,248,496,Davidoff
C1_P02_N2_S3_1.JPG,1560,1864,320,520,West
C1_P02_N2_S3_1.JPG,1228,1876,320,520,West
C1_P02_N2_S3_1.JPG,2696,1876,320,472,West
C1_P02_N2_S3_1.JPG,920,1880,320,520,West
C1_P02_N2_S3_1.JPG,2412,1880,320,472,West
C1_P02_N2_S3_1.JPG,244,1884,320,520,West
C1_P02_N2_S3_1.JPG,2128,1884,320,472,West
C1_P02_N2_S3_1.JPG,592,1892,320,520,West
C1_P02_N2_S3_1.JPG,1844,1896,320,472,West
C1_P02_N2_S4_1.JPG,232,56,240,384,Davidoff
C1_P02_N2_S4_1.JPG,476,68,240,384,Davidoff
C1_P02_N2_S4_1.JPG,728,84,240,384,Davidoff
C1_P02_N2_S4_1.JPG,976,96,240,384,Dunhill
C1_P02_N2_S4_1.JPG,1208,132,240,384,Davidoff
C1_P02_N2_S4_1.JPG,1432,156,184,348,Unknown
C1_P02_N2_S4_1.JPG,1596,176,184,348,Unknown
C1_P02_N2_S4_1.JPG,1756,176,184,348,Pall Mall
C1_P02_N2_S4_1.JPG,2080,192,184,348,Unknown
C1_P02_N2_S4_1.JPG,1920,196,184,348,Parliament
C1_P02_N2_S4_1.JPG,232,736,224,376,Davidoff
C1_P02_N2_S4_1.JPG,1392,756,184,376,Other
C1_P02_N2_S4_1.JPG,1552,756,184,376,Davidoff
C1_P02_N2_S4_1.JPG,1724,760,184,376,Davidoff
C1_P02_N2_S4_1.JPG,468,764,236,352,Davidoff
C1_P02_N2_S4_1.JPG,720,764,236,352,Davidoff
C1_P02_N2_S4_1.JPG,944,768,236,352,Davidoff
C1_P02_N2_S4_1.JPG,1880,768,184,376,Davidoff
C1_P02_N2_S4_1.JPG,2072,768,184,376,Other
C1_P02_N2_S4_1.JPG,1172,772,236,352,Davidoff
C1_P02_N2_S4_1.JPG,1160,1380,264,380,West
C1_P02_N2_S4_1.JPG,1380,1384,264,380,West
C1_P02_N2_S4_1.JPG,216,1388,264,380,West
C1_P02_N2_S4_1.JPG,696,1396,264,380,West
C1_P02_N2_S4_1.JPG,916,1396,264,380,West
C1_P02_N2_S4_1.JPG,1816,1396,232,348,West
C1_P02_N2_S4_1.JPG,1996,1396,232,348,West
C1_P02_N2_S4_1.JPG,464,1400,264,380,West
C1_P02_N2_S4_1.JPG,1608,1408,232,348,West
C1_P02_N2_S4_1.JPG,2004,1936,220,424,Polo
C1_P02_N2_S4_1.JPG,1796,1960,220,424,Polo
C1_P02_N2_S4_1.JPG,1596,1964,220,424,Polo
C1_P02_N2_S4_1.JPG,1416,1980,220,424,Polo
C1_P02_N2_S4_1.JPG,1156,1988,220,424,Polo
C1_P02_N2_S4_1.JPG,208,2004,260,408,West
C1_P02_N2_S4_1.JPG,480,2004,260,408,West
C1_P02_N2_S4_1.JPG,716,2024,248,368,West
C1_P02_N2_S4_1.JPG,936,2028,248,368,West
C1_P02_N3_S2_1.JPG,92,604,352,552,Davidoff
C1_P02_N3_S2_1.JPG,456,608,352,552,Davidoff
C1_P02_N3_S2_1.JPG,1860,616,288,552,Davidoff
C1_P02_N3_S2_1.JPG,2128,616,288,552,Dunhill
C1_P02_N3_S2_1.JPG,2380,616,288,552,Davidoff
C1_P02_N3_S2_1.JPG,2912,620,288,552,Davidoff
C1_P02_N3_S2_1.JPG,2612,632,288,552,Davidoff
C1_P02_N3_S2_1.JPG,844,640,352,552,Davidoff
C1_P02_N3_S2_1.JPG,1196,652,352,552,Davidoff
C1_P02_N3_S2_1.JPG,1528,652,352,552,Dunhill
C1_P02_N3_S2_1.JPG,1872,1572,364,552,West
C1_P02_N3_S2_1.JPG,2188,1572,364,552,West
C1_P02_N3_S2_1.JPG,1164,1580,364,552,West
C1_P02_N3_S2_1.JPG,820,1588,364,552,West
C1_P02_N3_S2_1.JPG,2516,1588,312,516,West
C1_P02_N3_S2_1.JPG,476,1592,364,552,West
C1_P02_N3_S2_1.JPG,1520,1592,364,552,West
C1_P02_N3_S2_1.JPG,2828,1596,312,516,West
C1_P02_N3_S2_1.JPG,92,1600,364,552,West
C1_P02_N3_S3_1.JPG,256,172,332,516,Davidoff
C1_P02_N3_S3_1.JPG,612,180,332,516,Davidoff
C1_P02_N3_S3_1.JPG,964,200,332,516,Davidoff
C1_P02_N3_S3_1.JPG,2152,208,248,516,Davidoff
C1_P02_N3_S3_1.JPG,1920,212,248,516,Davidoff
C1_P02_N3_S3_1.JPG,1296,224,332,516,Davidoff
C1_P02_N3_S3_1.JPG,2384,224,248,516,Dunhill
C1_P02_N3_S3_1.JPG,2616,236,248,516,Davidoff
C1_P02_N3_S3_1.JPG,1608,240,332,516,Davidoff
C1_P02_N3_S3_1.JPG,2884,240,256,516,Davidoff
C1_P02_N3_S3_1.JPG,308,1108,324,516,West
C1_P02_N3_S3_1.JPG,2768,1108,300,480,West
C1_P02_N3_S3_1.JPG,1292,1112,324,516,West
C1_P02_N3_S3_1.JPG,1624,1112,324,480,West
C1_P02_N3_S3_1.JPG,2488,1112,300,480,West
C1_P02_N3_S3_1.JPG,652,1116,324,516,West
C1_P02_N3_S3_1.JPG,980,1116,324,516,West
C1_P02_N3_S3_1.JPG,2208,1120,324,480,West
C1_P02_N3_S3_1.JPG,1924,1124,324,480,West
C1_P02_N3_S3_1.JPG,2744,1868,284,508,Polo
C1_P02_N3_S3_1.JPG,2448,1884,300,508,Polo
C1_P02_N3_S3_1.JPG,1944,1892,300,508,Polo
C1_P02_N3_S3_1.JPG,1604,1896,300,480,Polo
C1_P02_N3_S3_1.JPG,2208,1896,300,508,Polo
C1_P02_N3_S3_1.JPG,328,1920,336,496,West
C1_P02_N3_S3_1.JPG,704,1936,336,496,West
C1_P02_N3_S3_1.JPG,1300,1944,336,448,West
C1_P02_N3_S3_1.JPG,1000,1976,336,448,West
C1_P02_N4_S2_1.JPG,2840,548,360,572,West
C1_P02_N4_S2_1.JPG,1132,552,360,572,West
C1_P02_N4_S2_1.JPG,1856,552,360,572,West
C1_P02_N4_S2_1.JPG,1508,560,360,572,West
C1_P02_N4_S2_1.JPG,2528,560,360,572,West
C1_P02_N4_S2_1.JPG,16,564,360,572,West
C1_P02_N4_S2_1.JPG,388,564,360,572,West
C1_P02_N4_S2_1.JPG,768,568,360,572,West
C1_P02_N4_S2_1.JPG,2188,584,360,572,West
C1_P02_N4_S2_1.JPG,440,1464,376,632,West
C1_P02_N4_S2_1.JPG,2492,1472,308,588,Polo
C1_P02_N4_S2_1.JPG,1876,1476,308,588,Polo
C1_P02_N4_S2_1.JPG,2824,1476,308,588,Polo
C1_P02_N4_S2_1.JPG,64,1484,376,632,West
C1_P02_N4_S2_1.JPG,1488,1488,308,588,Polo
C1_P02_N4_S2_1.JPG,2200,1488,308,588,Polo
C1_P02_N4_S2_1.JPG,1148,1548,376,528,West
C1_P02_N4_S2_1.JPG,812,1564,376,528,West
C1_P03_N1_S2_1.JPG,36,320,216,332,Winston
C1_P03_N1_S2_1.JPG,2912,360,164,328,Winston
C1_P03_N1_S2_1.JPG,2652,364,216,328,Winston
C1_P03_N1_S2_1.JPG,448,372,216,292,Winston
C1_P03_N1_S2_1.JPG,632,372,216,292,Winston
C1_P03_N1_S2_1.JPG,244,376,216,292,Marlboro
C1_P03_N1_S2_1.JPG,1228,376,216,292,Winston
C1_P03_N1_S2_1.JPG,1428,376,216,292,Winston
C1_P03_N1_S2_1.JPG,820,380,216,292,Winston
C1_P03_N1_S2_1.JPG,1020,388,216,292,Winston
C1_P03_N1_S2_1.JPG,1636,388,216,292,Winston
C1_P03_N1_S2_1.JPG,1820,392,216,292,Winston
C1_P03_N1_S2_1.JPG,2020,396,216,292,Winston
C1_P03_N1_S2_1.JPG,2448,396,216,292,Winston
C1_P03_N1_S2_1.JPG,2232,404,216,292,Winston
C1_P03_N1_S2_1.JPG,2772,1120,220,320,Winston
C1_P03_N1_S2_1.JPG,1732,1136,196,260,Winston
C1_P03_N1_S2_1.JPG,1928,1140,196,260,Winston
C1_P03_N1_S2_1.JPG,2144,1148,196,260,Winston
C1_P03_N1_S2_1.JPG,2332,1160,196,260,Winston
C1_P03_N1_S2_2.JPG,2744,212,180,320,Winston
C1_P03_N1_S2_2.JPG,2964,220,180,320,Winston
C1_P03_N1_S2_2.JPG,132,240,224,304,Winston
C1_P03_N1_S2_2.JPG,1516,260,208,280,Winston
C1_P03_N1_S2_2.JPG,1696,260,208,280,Winston
C1_P03_N1_S2_2.JPG,1096,264,208,280,Winston
C1_P03_N1_S2_2.JPG,1300,268,208,280,Winston
C1_P03_N1_S2_2.JPG,1888,268,208,280,Winston
C1_P03_N1_S2_2.JPG,2096,268,208,280,Winston
